City_ID,City,Lat,Lan,Temp_max,Hum,Cloudness,WindSpeed,Country,Date
208,ilo,-17.6394,-71.3375,68.58,83,81,6.2,PE,1617249458
210,kousseri,12.0769,15.0306,69.8,14,45,6.91,CM,1617249459
212,nabire,-3.3667,135.4833,87.17,60,100,4.59,ID,1617249459
213,sindor,62.8629,51.8905,30.15,91,100,6.96,RU,1617249460
214,mantua,45.1667,10.7833,50.0,71,0,2.3,IT,1617249460
215,bakel,14.905,-12.4568,83.05,10,2,2.19,SN,1617249460
216,hasaki,35.7333,140.8333,68.0,55,40,8.05,JP,1617249460
217,lebu,-37.6167,-73.65,56.07,95,36,11.63,CL,1617249460
218,thinadhoo,0.5333,72.9333,83.62,78,100,19.93,MV,1617249460
219,zhigansk,66.7697,123.3711,12.4,78,100,7.16,RU,1617249461
220,charlottesville,38.0293,-78.4767,59.0,82,90,10.36,US,1617249461
221,konevo,62.1215,39.3192,32.05,93,100,8.39,RU,1617249461
222,kultuk,51.7208,103.6956,34.34,69,72,5.79,RU,1617249461
224,acapulco,16.8634,-99.8901,80.6,69,1,4.61,MX,1617249462
225,villarrica,-25.75,-56.4333,60.35,81,89,4.09,PY,1617249462
226,gorom-gorom,14.4439,-0.2361,75.36,12,2,9.19,BF,1617249462
227,ambatondrazaka,-17.8333,48.4167,67.75,92,85,4.76,MG,1617249462
228,manicore,-5.8092,-61.3003,72.7,99,98,0.34,BR,1617249463
229,keffi,8.8486,7.8736,74.86,21,56,2.24,NG,1617249463
230,saldanha,-33.0117,17.9442,59.0,88,73,5.75,ZA,1617249463
231,vila franca do campo,37.7167,-25.4333,57.2,82,20,5.75,PT,1617249463
232,bitkine,11.9801,18.2138,70.72,12,64,6.93,TD,1617249463
233,vao,-22.6667,167.4833,75.45,79,100,17.65,NC,1617249463
234,stephenville crossing,48.5,-58.4318,36.0,69,75,14.97,CA,1617249464
235,terney,45.0503,136.6092,48.22,49,3,9.01,RU,1617249464
236,ismailia,30.6043,32.2723,52.9,61,38,1.14,EG,1617249453
237,chicama,-7.8447,-79.1469,71.6,77,26,6.8,PE,1617249464
238,tsiroanomandidy,-18.7667,46.0333,66.22,88,5,3.02,MG,1617249464
239,chirongui,-12.9319,45.1483,80.6,89,75,5.75,YT,1617249464
240,huilong,31.8111,121.655,61.0,99,100,3.0,CN,1617249464
241,katangli,51.7102,143.2326,33.94,91,23,9.4,RU,1617249465
242,beyneu,45.3167,55.2,38.71,50,4,15.82,KZ,1617249465
243,chapais,49.7834,-74.8492,15.8,79,90,13.8,CA,1617249465
244,sakakah,29.9697,40.2064,53.6,35,0,9.22,SA,1617249465
245,necochea,-38.5473,-58.7368,54.0,91,99,3.0,AR,1617249465
246,jaguarari,-10.2639,-40.1958,72.68,71,100,2.44,BR,1617249465
247,coquimbo,-29.9533,-71.3436,57.2,88,20,2.3,CL,1617249466
248,natitingou,10.3042,1.3796,82.4,17,11,4.61,BJ,1617249466
249,evensk,61.95,159.2333,24.31,83,93,6.26,RU,1617249466
250,itarema,-2.9248,-39.9167,76.8,91,100,9.28,BR,1617249466
251,bambari,5.768,20.6757,77.9,51,85,3.65,CF,1617249466
252,sitka,57.0531,-135.33,35.6,87,90,9.22,US,1617249466
253,hilo,19.7297,-155.09,73.4,78,90,12.66,US,1617249466
254,ust-ilimsk,58.0006,102.6619,16.27,78,100,10.31,RU,1617249265
256,esmeraldas,-19.7625,-44.3139,69.8,78,0,2.3,BR,1617249467
257,avera,33.194,-82.5271,62.6,91,40,9.22,US,1617249467
258,nanortalik,60.1432,-45.2371,35.56,88,100,11.7,GL,1617249467
259,ossora,59.2353,163.0719,29.97,92,100,4.5,RU,1617249467
260,svetlogorsk,52.6333,29.7333,42.8,88,64,6.17,BY,1617249468
261,wattegama,6.7989,81.4808,84.2,89,20,9.22,LK,1617249468
262,rivadavia,-33.1905,-68.4608,69.8,56,40,3.44,AR,1617249468
263,port blair,11.6667,92.75,78.24,86,100,5.93,IN,1617249468
264,zyryanka,65.75,150.85,15.19,77,94,7.02,RU,1617249468
265,bima,-8.4667,118.7167,86.13,73,43,0.56,ID,1617249468
266,birao,10.2849,22.7882,71.56,19,95,6.2,CF,1617249468
267,olean,42.0776,-78.4297,37.4,100,90,5.79,US,1617249469
268,tuatapere,-46.1333,167.6833,57.99,77,100,8.99,NZ,1617249469
269,nelson bay,-32.7167,152.15,73.99,68,40,9.22,AU,1617249469
270,kropotkin,45.4375,40.5756,38.88,85,13,14.12,RU,1617249469
272,batticaloa,7.7102,81.6924,83.59,73,55,7.05,LK,1617249470
273,sao jose da coroa grande,-8.8978,-35.1478,78.12,84,90,7.94,BR,1617249470
274,balakhninskiy,58.0106,114.2769,29.59,71,96,4.97,RU,1617249470
275,taltal,-25.4,-70.4833,62.89,83,5,1.72,CL,1617249470
276,tonantins,-2.8731,-67.8022,72.93,97,97,0.49,BR,1617249470
277,dosso,13.049,3.1937,72.3,9,0,10.8,NE,1617249471
278,torbay,47.6666,-52.7314,26.01,74,1,8.05,CA,1617249471
279,palmer,42.1584,-72.3287,55.99,100,90,5.75,US,1617249471
280,mogapinyana,-22.3667,27.6,55.4,88,0,2.68,BW,1617249471
281,atar,20.5169,-13.0499,79.36,21,87,9.31,MR,1617249471
282,charyshskoye,51.3978,83.5598,27.84,79,46,1.21,RU,1617249471
283,tucupita,9.0622,-62.051,70.36,97,35,3.15,VE,1617249472
286,haines junction,60.7522,-137.5108,30.2,51,100,4.61,CA,1617249472
287,seoul,37.5683,126.9778,71.6,18,0,13.8,KR,1617249183
288,port alfred,-33.5906,26.891,65.32,84,88,11.74,ZA,1617249472
289,zolotonosha,49.6689,32.0377,42.73,80,94,7.9,UA,1617249472
290,mount isa,-20.7333,139.5,89.6,25,40,16.11,AU,1617249473
291,champerico,14.3,-91.9167,68.0,95,0,6.2,GT,1617249473
292,pangkalanbuun,-2.6833,111.6167,91.4,50,95,3.6,ID,1617249473
293,san juan del sur,11.2529,-85.8705,79.43,79,1,25.21,NI,1617249473
294,tala,30.6803,30.9429,46.4,77,4,3.51,EG,1617249473
295,tabuk,17.4189,121.4443,88.66,45,10,6.73,PH,1617249473
296,kahului,20.8947,-156.47,78.8,78,20,26.46,US,1617249230
297,batagay,67.6333,134.6333,15.85,77,70,5.7,RU,1617249474
298,fredericksburg,38.3032,-77.4605,59.0,94,90,12.75,US,1617249474
299,rio grande,-32.035,-52.0986,66.18,72,26,10.98,BR,1617249474
300,erenhot,43.6475,111.9767,39.81,92,100,10.63,CN,1617249474
301,kaili,-3.4626,120.2147,78.93,72,100,3.53,ID,1617249474
302,kamenka,51.3223,42.7678,36.0,87,87,11.05,RU,1617249474
303,yangjiang,21.85,111.9667,84.99,59,14,13.58,CN,1617249475
304,ketchikan,55.3422,-131.6461,39.2,100,90,8.05,US,1617249475
305,santa cruz de tenerife,28.4682,-16.2546,66.0,77,90,3.44,ES,1617249475
306,bozova,37.3625,38.5267,46.4,76,0,6.91,TR,1617249475
307,jumla,29.2747,82.1838,59.88,11,0,6.44,NP,1617249475
309,severo-kurilsk,50.6789,156.125,38.44,98,100,18.16,RU,1617249475
310,dabakala,8.3667,-4.4333,75.0,76,52,5.61,CI,1617249476
311,cabo san lucas,22.8909,-109.9124,78.8,11,75,11.5,MX,1617249476
312,lorengau,-2.0226,147.2712,83.71,73,70,2.98,PG,1617249476
313,opuwo,-18.0607,13.84,64.99,85,50,10.85,NA,1617249476
314,isla aguada,18.7833,-91.4667,80.28,81,55,20.15,MX,1617249476
316,marawi,7.9986,124.2928,82.99,83,100,5.99,PH,1617249477
317,baherden,38.4362,57.4316,53.31,43,79,16.08,TM,1617249477
318,andenes,69.3143,16.1194,33.8,93,100,5.75,NO,1617249477
319,bethel,41.3712,-73.414,57.2,88,90,3.44,US,1617249477
320,merauke,-8.4667,140.3333,84.2,72,91,7.31,ID,1617249477
322,petropavlovka,50.6114,105.3196,39.69,38,93,6.69,RU,1617249478
323,burns lake,54.2331,-125.7533,39.2,48,100,8.05,CA,1617249478
324,karabulak,43.3036,44.8964,39.2,93,25,2.24,RU,1617249478
325,ust-tsilma,65.441,52.1498,31.17,88,100,5.01,RU,1617249478
326,codrington,-38.2667,141.9667,79.09,35,98,10.69,AU,1617249479
327,odesskoye,54.2111,72.9651,15.84,86,21,9.91,RU,1617249479
328,madimba,-10.4,40.3333,72.84,87,33,11.54,TZ,1617249479
329,ambilobe,-13.2,49.05,74.97,92,94,2.24,MG,1617249479
330,camacupa,-12.0167,17.4833,60.53,96,94,1.28,AO,1617249479
331,tutoia,-2.7619,-42.2744,77.02,87,100,9.89,BR,1617249479
332,krasnoselkup,65.7,82.4667,-0.9,80,15,12.88,RU,1617249480
333,kantang,7.4054,99.5156,93.99,74,20,4.61,TH,1617249480
334,henties bay,-22.116,14.2845,70.52,73,72,6.87,NA,1617249480
335,cayenne,4.9333,-52.3333,79.0,88,20,9.66,GF,1617249480
336,sembe,1.6481,14.5806,69.49,96,93,2.17,CG,1617249480
337,mackenzie,55.2999,-123.1698,39.2,52,90,6.91,CA,1617249480
338,sobolevo,54.4299,31.8996,42.21,94,82,6.62,RU,1617249480
339,lagoa,39.05,-27.9833,56.77,65,0,9.01,PT,1617249481
340,zeya,53.75,127.2667,40.44,61,56,4.9,RU,1617249481
341,san rafael del sur,11.8485,-86.4384,82.4,74,20,13.8,NI,1617249481
342,antofagasta,-23.65,-70.4,59.0,82,0,3.44,CL,1617249481
343,faanui,-16.4833,-151.75,83.07,68,100,5.73,PF,1617249481
344,broken hill,-31.95,141.4333,82.4,23,0,6.91,AU,1617249481
345,bilma,18.6853,12.9164,65.7,13,0,13.33,NE,1617249482
346,nuuk,64.1835,-51.7216,30.2,86,75,46.04,GL,1617249449
347,porto novo,6.4965,2.6036,84.2,84,40,9.22,BJ,1617249267
348,lata,40.1629,-8.3327,62.01,77,80,5.61,PT,1617249482
350,kerrobert,51.9168,-109.1348,37.4,65,1,18.41,CA,1617249482
351,immenstadt,47.561,10.2199,50.0,41,60,4.99,DE,1617249482
352,chorozinho,-4.3003,-38.4978,79.0,89,40,4.61,BR,1617249483
353,rundu,-17.9333,19.7667,65.62,65,97,4.23,NA,1617249483
354,pisco,-13.7,-76.2167,68.0,77,0,11.5,PE,1617249483
355,saint-denis,48.9167,2.3333,57.0,81,0,3.44,FR,1617249483
356,letterkenny,54.95,-7.7333,44.65,89,98,4.03,IE,1617249483
357,vega de alatorre,20.0333,-96.6333,75.54,91,70,1.52,MX,1617249483
358,simplicio mendes,-7.8539,-41.9103,71.83,94,100,1.36,BR,1617249483
359,tautira,-17.7333,-149.15,84.2,74,40,8.05,PF,1617249484
360,fortuna,40.5982,-124.1573,55.99,47,1,4.61,US,1617249484
361,kungurtug,50.5994,97.5228,25.3,52,24,2.26,RU,1617249484
362,constitucion,-35.3333,-72.4167,55.22,87,96,8.01,CL,1617249484
363,chumikan,54.7183,135.315,32.81,90,100,10.13,RU,1617249484
364,kulhudhuffushi,6.6221,73.07,84.65,70,7,11.63,MV,1617249484
365,verdun,49.25,5.3333,54.0,65,2,1.95,FR,1617249485
367,daru,-9.0763,143.2092,81.34,83,82,3.85,PG,1617249485
368,filadelfia,39.9523,-75.1638,59.0,94,90,4.61,US,1617249366
369,new amsterdam,6.25,-57.5167,73.94,89,36,4.59,GY,1617249485
370,kalmunai,7.4167,81.8167,84.51,69,31,3.94,LK,1617249485
371,shaunavon,49.6501,-108.4181,33.8,55,2,6.91,CA,1617249486
372,san pedro de macoris,18.4616,-69.2972,73.4,83,20,4.61,DO,1617249486
373,macusani,-14.0833,-70.4333,39.0,86,99,2.82,PE,1617249486
374,quatre cocos,-20.2078,57.7625,81.0,94,75,9.13,MU,1617249486
375,mehamn,71.0357,27.8492,33.12,96,100,9.55,NO,1617249486
376,trofors,65.5333,13.4063,39.2,87,90,10.36,NO,1617249486
378,san andres,12.5847,-81.7006,82.4,78,75,16.11,CO,1617249487
379,colquechaca,-18.6667,-66.0167,31.66,89,100,3.09,BO,1617249487
